,index,rk,player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xa,a-xa,kp,1/3,ppa,crspa,prog,matches,year,player_year,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_fk,standard_pk,standard_pkatt,expected_xg,expected_npxg,expected_npxg/sh,expected_g-xg,expected_np:g-xg,playing_time_mp,playing_time_starts,playing_time_min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,expected_xa,per_90_minutes_xg,per_90_minutes_xa,per_90_minutes_xg+xa,per_90_minutes_npxg,per_90_minutes_npxg+xa,competition
530,530,531,Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17.0,2001.0,0.5,7.0,7.0,100.0,74.0,12.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Denilho Cleonise2020,0,1,0,0.0,1.91,0.0,0.0,,0.0,0,0,0.3,0.3,0.27,-0.3,-0.3,4,0,47,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,IT
531,531,532,Carlos Clerc,es ESP,DF,Levante,es La Liga,27.0,1992.0,20.5,709.0,968.0,73.2,11856.0,5168.0,7.0,39.0,17.9,610.0,712.0,85.7,92.0,217.0,42.4,2,1.9,0.1,10.0,44.0,7.0,4.0,107.0,Matches,2020,Carlos Clerc2020,0,4,2,50.0,0.19,0.1,0.0,0.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,23,20,1848,0,2,0,0,4,0,0.0,0.1,0.1,0.0,0.1,1.9,0.01,0.09,0.1,0.01,0.1,ES
532,532,533,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29.0,1989.0,10.8,366.0,470.0,77.9,5942.0,1964.0,17.0,25.0,68.0,297.0,338.0,87.9,52.0,107.0,48.6,0,0.5,-0.5,14.0,35.0,13.0,4.0,53.0,Matches,2020,Tom Cleverley2020,1,17,5,29.4,1.58,0.46,0.06,0.2,0.0,0,0,1.5,1.5,0.09,-0.5,-0.5,18,11,971,1,0,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.5,0.14,0.05,0.19,0.14,0.19,ENG
533,533,534,Conor Coady,eng ENG,DF,Wolves,eng Premier League,26.0,1993.0,38.0,1531.0,1782.0,85.9,42431.0,14933.0,10.0,23.0,43.5,758.0,809.0,93.7,763.0,950.0,80.3,0,0.7,-0.7,5.0,117.0,7.0,0.0,57.0,Matches,2020,Conor Coady2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,38,38,3420,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.02,0.02,0.0,0.02,ENG
534,534,535,Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23.0,1996.0,0.2,3.0,3.0,100.0,27.0,7.0,0.0,0.0,,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Marcus Coco2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
535,535,536,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34.0,1984.0,8.5,480.0,584.0,82.2,8886.0,2018.0,10.0,22.0,45.5,372.0,424.0,87.7,98.0,138.0,71.0,0,0.5,-0.5,9.0,58.0,5.0,0.0,50.0,Matches,2020,Renaud Cohade2020,1,8,4,50.0,0.94,0.47,0.13,0.25,1.0,0,0,0.4,0.4,0.05,0.6,0.6,12,9,764,1,0,0,0,3,0,0.12,0.0,0.12,0.12,0.12,0.5,0.05,0.06,0.11,0.05,0.11,FR
536,536,537,Coke,es ESP,DF,Levante,es La Liga,32.0,1987.0,11.0,463.0,577.0,80.2,8864.0,3653.0,6.0,29.0,20.7,353.0,395.0,89.4,104.0,153.0,68.0,0,0.4,-0.4,7.0,26.0,8.0,3.0,62.0,Matches,2020,Coke2020,1,8,2,25.0,0.73,0.18,0.13,0.5,0.0,0,0,0.6,0.6,0.07,0.4,0.4,17,11,989,1,0,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.4,0.05,0.03,0.09,0.05,0.09,ES
537,537,538,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30.0,1988.0,20.4,813.0,1058.0,76.8,14368.0,6102.0,10.0,54.0,18.5,665.0,773.0,86.0,138.0,231.0,59.7,1,0.5,0.5,8.0,66.0,13.0,4.0,117.0,Matches,2020,Séamus Coleman2020,0,8,3,37.5,0.39,0.15,0.0,0.0,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,27,21,1839,0,1,0,0,5,1,0.0,0.05,0.05,0.0,0.05,0.5,0.03,0.02,0.06,0.03,0.06,ENG
538,538,539,Álex Collado,es ESP,DF,Barcelona,es La Liga,20.0,1999.0,0.1,9.0,10.0,90.0,127.0,7.0,1.0,1.0,100.0,7.0,8.0,87.5,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,2020,Álex Collado2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ES
539,539,540,Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19.0,2000.0,0.9,37.0,42.0,88.1,508.0,92.0,2.0,3.0,66.7,35.0,38.0,92.1,0.0,1.0,0.0,1,0.6,0.4,2.0,2.0,2.0,0.0,3.0,Matches,2020,Ebrima Colley2020,0,5,2,40.0,5.49,2.2,0.0,0.0,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,5,0,82,0,1,0,0,1,0,0.0,1.1,1.1,0.0,1.1,0.6,0.46,0.62,1.08,0.46,1.08,IT
540,540,541,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26.0,1992.0,30.8,1089.0,1324.0,82.3,25579.0,8935.0,28.0,44.0,63.6,662.0,728.0,90.9,399.0,552.0,72.3,1,0.4,0.6,6.0,98.0,5.0,1.0,97.0,Matches,2020,Omar Colley2020,0,23,5,21.7,0.75,0.16,0.0,0.0,0.0,0,0,2.9,2.9,0.13,-2.9,-2.9,31,30,2772,0,1,0,0,10,0,0.0,0.03,0.03,0.0,0.03,0.4,0.09,0.01,0.11,0.09,0.11,IT
541,541,542,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24.0,1994.0,29.6,1346.0,1768.0,76.1,25666.0,10893.0,10.0,81.0,12.3,1061.0,1237.0,85.8,275.0,450.0,61.1,2,1.4,0.6,20.0,116.0,10.0,3.0,203.0,Matches,2020,Jamilu Collins2020,1,17,1,5.9,0.57,0.03,0.06,1.0,1.0,0,1,1.7,1.0,0.06,-0.7,0.0,30,30,2668,1,2,0,1,9,1,0.03,0.07,0.1,0.03,0.1,1.4,0.06,0.05,0.1,0.03,0.08,DE
542,542,543,Simone Colombi,it ITA,GK,Parma,it Serie A,28.0,1991.0,4.0,82.0,98.0,83.7,1914.0,1148.0,6.0,6.0,100.0,50.0,51.0,98.0,26.0,41.0,63.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Simone Colombi2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,4,4,360,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
543,543,544,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17.0,2002.0,0.1,2.0,2.0,100.0,44.0,20.0,0.0,0.0,,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,2020,Lorenzo Colombo2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
544,544,545,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,23.0,1995.0,7.2,466.0,540.0,86.3,8049.0,2788.0,15.0,28.0,53.6,379.0,416.0,91.1,72.0,96.0,75.0,0,0.0,0.0,1.0,23.0,2.0,1.0,41.0,Matches,2020,Racine Coly2020,1,6,4,66.7,0.83,0.55,0.17,0.25,0.0,0,0,1.3,1.3,0.22,-0.3,-0.3,10,8,649,1,0,0,0,5,2,0.14,0.0,0.14,0.14,0.14,0.0,0.18,0.0,0.18,0.18,0.18,FR
545,545,546,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,23.0,1996.0,16.7,610.0,796.0,76.6,10975.0,2155.0,5.0,31.0,16.1,510.0,620.0,82.3,95.0,145.0,65.5,3,3.9,-0.9,33.0,25.0,34.0,10.0,81.0,Matches,2020,Kingsley Coman2020,4,37,15,40.5,2.21,0.9,0.11,0.27,0.0,0,0,4.2,4.2,0.11,-0.2,-0.2,24,17,1505,4,3,0,0,2,0,0.24,0.18,0.42,0.24,0.42,3.9,0.25,0.23,0.48,0.25,0.48,DE
546,546,547,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34.0,1985.0,21.6,755.0,900.0,83.9,15249.0,6853.0,2.0,16.0,12.5,571.0,636.0,89.8,182.0,248.0,73.4,1,0.2,0.8,2.0,63.0,4.0,2.0,88.0,Matches,2020,Daniel Congré2020,0,8,2,25.0,0.37,0.09,0.0,0.0,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7,24,23,1941,0,1,0,0,4,0,0.0,0.05,0.05,0.0,0.05,0.2,0.03,0.01,0.04,0.03,0.04,FR
547,547,548,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19.0,2000.0,14.0,126.0,163.0,77.3,1737.0,243.0,12.0,21.0,57.1,96.0,119.0,80.7,18.0,23.0,78.3,1,0.3,0.7,6.0,6.0,2.0,0.0,10.0,Matches,2020,Aaron Connolly2020,3,38,13,34.2,2.72,0.93,0.08,0.23,0.0,0,0,3.2,3.2,0.08,-0.2,-0.2,24,14,1258,3,1,0,0,0,0,0.21,0.07,0.29,0.21,0.29,0.3,0.23,0.02,0.25,0.23,0.25,ENG
548,548,549,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32.0,1987.0,31.0,778.0,995.0,78.2,18872.0,10908.0,14.0,14.0,100.0,493.0,500.0,98.6,271.0,481.0,56.3,0,0.8,-0.8,4.0,11.0,1.0,0.0,0.0,Matches,2020,Andrea Consigli2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,31,31,2790,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.02,0.02,0.0,0.02,IT
549,549,550,Andrea Conti,it ITA,DF,Milan,it Serie A,25.0,1994.0,19.2,888.0,1060.0,83.8,15360.0,6156.0,13.0,35.0,37.1,725.0,789.0,91.9,150.0,236.0,63.6,2,1.5,0.5,9.0,93.0,10.0,4.0,110.0,Matches,2020,Andrea Conti2020,0,1,0,0.0,0.05,0.0,0.0,,0.0,0,0,0.0,0.0,0.02,0.0,0.0,23,21,1725,0,2,0,0,8,0,0.0,0.1,0.1,0.0,0.1,1.5,0.0,0.08,0.08,0.0,0.08,IT
550,550,551,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,22.0,1997.0,15.0,560.0,719.0,77.9,11160.0,3293.0,7.0,28.0,25.0,413.0,487.0,84.8,140.0,204.0,68.6,0,0.9,-0.9,13.0,61.0,11.0,1.0,70.0,Matches,2020,Lewis Cook2020,0,9,2,22.2,0.6,0.13,0.0,0.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,27,14,1352,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.02,0.06,0.08,0.02,0.08,ENG
551,551,552,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28.0,1991.0,27.0,993.0,1222.0,81.3,22730.0,7506.0,6.0,22.0,27.3,626.0,703.0,89.0,361.0,497.0,72.6,0,0.3,-0.3,3.0,49.0,3.0,0.0,65.0,Matches,2020,Steve Cook2020,1,13,2,15.4,0.48,0.07,0.08,0.5,0.0,0,0,0.8,0.8,0.06,0.2,0.2,29,28,2428,1,0,0,0,6,1,0.04,0.0,0.04,0.04,0.04,0.3,0.03,0.01,0.04,0.03,0.04,ENG
552,552,553,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28.0,1991.0,21.2,885.0,984.0,89.9,17359.0,3670.0,12.0,20.0,60.0,672.0,711.0,94.5,201.0,253.0,79.4,0,0.2,-0.2,7.0,87.0,8.0,0.0,60.0,Matches,2020,Francis Coquelin2020,0,10,1,10.0,0.47,0.05,0.0,0.0,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,26,21,1905,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.01,0.03,0.02,0.03,ES
553,553,554,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19.0,2000.0,1.4,53.0,59.0,89.8,1177.0,475.0,1.0,1.0,100.0,37.0,37.0,100.0,15.0,21.0,71.4,0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,Matches,2020,Gabriele Corbo2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,122,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
554,554,555,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28.0,1990.0,3.0,149.0,186.0,80.1,2694.0,969.0,1.0,10.0,10.0,123.0,132.0,93.2,25.0,44.0,56.8,0,0.5,-0.5,7.0,6.0,7.0,3.0,28.0,Matches,2020,Sébastien Corchia2020,0,3,1,33.3,1.0,0.33,0.0,0.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,3,269,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.15,0.2,0.04,0.2,ES
555,555,556,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22.0,1997.0,16.0,316.0,458.0,69.0,4632.0,1230.0,14.0,41.0,34.1,271.0,340.0,79.7,31.0,77.0,40.3,4,1.1,2.9,14.0,20.0,13.0,6.0,32.0,Matches,2020,Iñigo Córdoba2020,1,25,8,32.0,1.56,0.5,0.04,0.13,0.0,0,0,1.5,1.5,0.06,-0.5,-0.5,24,21,1442,1,4,0,0,4,0,0.06,0.25,0.31,0.06,0.31,1.1,0.09,0.07,0.16,0.09,0.16,ES
556,556,557,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26.0,1993.0,22.2,320.0,408.0,78.4,5183.0,504.0,13.0,31.0,41.9,267.0,323.0,82.7,40.0,54.0,74.1,2,1.5,0.5,20.0,15.0,7.0,0.0,15.0,Matches,2020,Jhon Córdoba2020,13,64,26,40.6,2.88,1.17,0.2,0.5,0.0,0,0,9.6,9.6,0.15,3.4,3.4,29,23,1998,13,2,0,0,5,0,0.59,0.09,0.68,0.59,0.68,1.5,0.43,0.07,0.5,0.43,0.5,DE
557,557,558,Sergio Córdova,ve VEN,FWMF,Augsburg,de Bundesliga,21.0,1997.0,4.1,54.0,76.0,71.1,781.0,181.0,4.0,8.0,50.0,43.0,57.0,75.4,7.0,11.0,63.6,1,0.8,0.2,3.0,7.0,0.0,0.0,6.0,Matches,2020,Sergio Córdova2020,2,5,2,40.0,1.23,0.49,0.4,1.0,0.0,0,0,1.8,1.8,0.35,0.2,0.2,16,4,367,2,1,0,0,0,0,0.49,0.25,0.74,0.49,0.74,0.8,0.43,0.2,0.63,0.43,0.63,DE
558,558,559,Benjamin Corgnet,fr FRA,MF,Strasbourg,fr Ligue 1,32.0,1987.0,2.9,45.0,80.0,56.3,728.0,269.0,3.0,9.0,33.3,34.0,52.0,65.4,8.0,19.0,42.1,0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,Matches,2020,Benjamin Corgnet2020,0,4,1,25.0,1.38,0.34,0.0,0.0,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6,6,3,261,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,FR
559,559,560,Jack Cork,eng ENG,MF,Burnley,eng Premier League,30.0,1989.0,29.0,743.0,933.0,79.6,12442.0,2768.0,34.0,62.0,54.8,586.0,688.0,85.2,123.0,183.0,67.2,0,0.7,-0.7,10.0,57.0,7.0,1.0,62.0,Matches,2020,Jack Cork2020,0,18,5,27.8,0.62,0.17,0.0,0.0,0.0,0,0,1.7,1.7,0.09,-1.7,-1.7,30,30,2613,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.06,0.02,0.08,0.06,0.08,ENG
560,560,561,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26.0,1993.0,16.6,293.0,413.0,70.9,4529.0,801.0,12.0,31.0,38.7,246.0,318.0,77.4,35.0,64.0,54.7,3,1.6,1.4,18.0,19.0,6.0,0.0,26.0,Matches,2020,Andreas Cornelius2020,12,45,20,44.4,2.71,1.2,0.27,0.6,0.0,0,0,7.2,7.2,0.16,4.8,4.8,26,17,1494,12,3,0,0,1,0,0.72,0.18,0.9,0.72,0.9,1.6,0.44,0.1,0.54,0.44,0.54,IT
561,561,562,Maxwel Cornet,ci CIV,FWDF,Lyon,fr Ligue 1,22.0,1996.0,14.8,499.0,690.0,72.3,8222.0,2855.0,15.0,45.0,33.3,419.0,508.0,82.5,65.0,137.0,47.4,3,2.7,0.3,25.0,24.0,22.0,12.0,83.0,Matches,2020,Maxwel Cornet2020,4,24,13,54.2,1.62,0.88,0.17,0.31,3.0,0,0,2.7,2.7,0.11,1.3,1.3,22,14,1330,4,3,0,0,1,0,0.27,0.2,0.47,0.27,0.47,2.7,0.18,0.18,0.36,0.18,0.36,FR
562,562,563,Quentin Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,25.0,1994.0,3.9,77.0,141.0,54.6,1450.0,507.0,1.0,9.0,11.1,62.0,79.0,78.5,14.0,53.0,26.4,2,0.8,1.2,3.0,8.0,8.0,5.0,20.0,Matches,2020,Quentin Cornette2020,0,2,1,50.0,0.52,0.26,0.0,0.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,13,3,349,0,2,0,0,0,0,0.0,0.52,0.52,0.0,0.52,0.8,0.02,0.21,0.23,0.02,0.23,FR
563,563,564,Ángel Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,24.0,1995.0,22.9,454.0,603.0,75.3,6249.0,1531.0,27.0,50.0,54.0,385.0,471.0,81.7,42.0,82.0,51.2,6,4.2,1.8,29.0,27.0,21.0,2.0,47.0,Matches,2020,Ángel Correa2020,5,44,17,38.6,1.92,0.74,0.11,0.29,1.0,0,0,6.6,6.6,0.15,-1.6,-1.6,33,22,2061,5,6,0,0,5,0,0.22,0.26,0.48,0.22,0.48,4.2,0.29,0.18,0.47,0.29,0.47,ES
564,564,565,Joaquín Correa,ar ARG,FWMF,Lazio,it Serie A,24.0,1994.0,22.2,578.0,697.0,82.9,8842.0,1719.0,29.0,52.0,55.8,474.0,555.0,85.4,75.0,90.0,83.3,2,2.8,-0.8,32.0,31.0,34.0,1.0,67.0,Matches,2020,Joaquín Correa2020,9,77,37,48.1,3.46,1.66,0.12,0.24,1.0,0,0,9.8,9.8,0.13,-0.8,-0.8,30,22,2002,9,2,0,0,0,0,0.4,0.09,0.49,0.4,0.49,2.8,0.44,0.13,0.57,0.44,0.57,IT
565,565,566,Rober Correa,es ESP,DF,Eibar,es La Liga,26.0,1992.0,10.3,381.0,513.0,74.3,7041.0,2947.0,9.0,24.0,37.5,289.0,345.0,83.8,83.0,144.0,57.6,0,0.2,-0.2,6.0,32.0,7.0,3.0,76.0,Matches,2020,Rober Correa2020,0,5,2,40.0,0.48,0.19,0.0,0.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,12,11,929,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.02,0.04,0.02,0.04,ES
566,566,567,Thierry Correia,pt POR,DF,Valencia,es La Liga,20.0,1999.0,2.9,107.0,134.0,79.9,2069.0,892.0,2.0,10.0,20.0,82.0,89.0,92.1,23.0,35.0,65.7,0,0.1,-0.1,2.0,10.0,2.0,1.0,19.0,Matches,2020,Thierry Correia2020,0,1,0,0.0,0.35,0.0,0.0,,0.0,0,0,0.0,0.0,0.01,0.0,0.0,4,3,259,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03,ES
567,567,568,Antonio Cortés,es ESP,FWMF,Granada,es La Liga,19.0,2000.0,2.0,19.0,38.0,50.0,243.0,47.0,2.0,6.0,33.3,16.0,29.0,55.2,1.0,3.0,33.3,0,0.2,-0.2,2.0,1.0,0.0,0.0,1.0,Matches,2020,Antonio Cortés2020,1,3,2,66.7,1.49,0.99,0.33,0.5,0.0,0,0,0.8,0.8,0.25,0.2,0.2,8,2,181,1,0,0,0,2,0,0.5,0.0,0.5,0.5,0.5,0.2,0.38,0.1,0.48,0.38,0.48,ES
568,568,569,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35.0,1983.0,1.0,25.0,28.0,89.3,575.0,294.0,0.0,0.0,,17.0,17.0,100.0,8.0,11.0,72.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,Angelo da Costa Júnior2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IT
569,569,570,Danny da Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,26.0,1993.0,15.4,408.0,626.0,65.2,7946.0,3122.0,4.0,39.0,10.3,314.0,417.0,75.3,90.0,170.0,52.9,4,3.7,0.3,21.0,19.0,31.0,18.0,103.0,Matches,2020,Danny da Costa2020,1,16,4,25.0,1.04,0.26,0.06,0.25,0.0,0,0,1.3,1.3,0.08,-0.3,-0.3,19,15,1389,1,4,0,0,0,0,0.06,0.26,0.32,0.06,0.32,3.7,0.09,0.24,0.32,0.09,0.32,DE
570,570,571,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30.0,1988.0,15.0,260.0,366.0,71.0,3946.0,695.0,11.0,37.0,29.7,213.0,279.0,76.3,36.0,50.0,72.0,4,1.8,2.2,13.0,18.0,13.0,2.0,28.0,Matches,2020,Diego Costa2020,5,33,8,24.2,2.2,0.53,0.09,0.38,0.0,2,3,6.9,4.6,0.14,-1.9,-1.6,23,14,1350,5,4,2,3,5,0,0.33,0.27,0.6,0.2,0.47,1.8,0.46,0.12,0.58,0.31,0.43,ES
571,571,572,Douglas Costa,br BRA,FWMF,Juventus,it Serie A,28.0,1990.0,8.9,392.0,490.0,80.0,7019.0,1884.0,10.0,29.0,34.5,305.0,342.0,89.2,77.0,119.0,64.7,4,3.4,0.6,33.0,35.0,13.0,4.0,57.0,Matches,2020,Douglas Costa2020,1,20,8,40.0,2.24,0.9,0.05,0.13,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,23,7,802,1,4,0,0,1,0,0.11,0.45,0.56,0.11,0.56,3.4,0.12,0.38,0.51,0.12,0.51,IT
572,572,573,Jaume Costa,es ESP,DF,Valencia,es La Liga,31.0,1988.0,15.4,672.0,818.0,82.2,12027.0,4123.0,4.0,16.0,25.0,562.0,625.0,89.9,106.0,177.0,59.9,1,0.6,0.4,8.0,46.0,8.0,3.0,80.0,Matches,2020,Jaume Costa2020,0,2,1,50.0,0.13,0.06,0.0,0.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,19,15,1389,0,1,0,0,2,1,0.0,0.06,0.06,0.0,0.06,0.6,0.0,0.04,0.04,0.0,0.04,ES
573,573,574,Nuno da Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,28.0,1991.0,5.9,97.0,152.0,63.8,1384.0,304.0,5.0,17.0,29.4,87.0,117.0,74.4,5.0,18.0,27.8,0,0.3,-0.3,5.0,6.0,2.0,0.0,10.0,Matches,2020,Nuno da Costa2020,1,19,7,36.8,3.24,1.2,0.05,0.14,0.0,0,0,1.6,1.6,0.09,-0.6,-0.6,14,4,527,1,0,0,0,4,0,0.17,0.0,0.17,0.17,0.17,0.3,0.28,0.05,0.33,0.28,0.33,FR
574,574,575,David Costas,es ESP,DF,Celta Vigo,es La Liga,24.0,1995.0,3.8,182.0,198.0,91.9,3688.0,1173.0,1.0,5.0,20.0,131.0,137.0,95.6,50.0,56.0,89.3,0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,Matches,2020,David Costas2020,0,1,0,0.0,0.27,0.0,0.0,,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1,6,3,338,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,ES
575,575,576,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32.0,1987.0,28.0,633.0,886.0,71.4,20378.0,13149.0,1.0,1.0,100.0,309.0,311.0,99.4,323.0,574.0,56.3,0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,Matches,2020,Benoît Costil2020,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,28,28,2520,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR
576,576,577,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27.0,1991.0,18.0,199.0,336.0,59.2,2690.0,518.0,11.0,25.0,44.0,172.0,275.0,62.5,16.0,36.0,44.4,0,0.9,-0.9,13.0,14.0,8.0,3.0,22.0,Matches,2020,Kalifa Coulibaly2020,4,47,19,40.4,2.62,1.06,0.09,0.21,0.0,0,0,5.1,5.1,0.11,-1.1,-1.1,21,18,1616,4,0,0,0,1,0,0.22,0.0,0.22,0.22,0.22,0.9,0.28,0.05,0.33,0.28,0.33,FR
577,577,578,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24.0,1994.0,7.4,322.0,383.0,84.1,7610.0,2709.0,2.0,4.0,50.0,193.0,217.0,88.9,127.0,162.0,78.4,0,0.0,0.0,1.0,19.0,2.0,0.0,20.0,Matches,2020,Senou Coulibaly2020,0,5,1,20.0,0.68,0.14,0.0,0.0,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,10,9,666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,FR
578,578,579,Yoann Court,fr FRA,FWMF,Brest,fr Ligue 1,29.0,1990.0,16.3,378.0,549.0,68.9,6858.0,2059.0,8.0,33.0,24.2,290.0,369.0,78.6,80.0,147.0,54.4,7,2.2,4.8,16.0,43.0,15.0,5.0,62.0,Matches,2020,Yoann Court2020,3,34,11,32.4,2.09,0.68,0.09,0.27,2.0,0,0,1.9,1.9,0.06,1.1,1.1,23,18,1465,3,7,0,0,6,0,0.18,0.43,0.61,0.18,0.61,2.2,0.12,0.13,0.25,0.12,0.25,FR
